1285
7.86000e+00 1.01000e+09 1.000000000000000e+00 4.734939759036814e+24 
7.90000e+00 1.01000e+10 1.144526741942275e+09 4.759036144579026e+24 
8.15000e+00 1.01000e+11 1.255215994211167e+10 4.909638554215997e+24 
1.16000e+01 1.21000e+12 1.210121341935273e+11 6.987951807099047e+24 
1.64000e+01 1.40000e+13 1.017239534461831e+12 9.879518070490971e+24 
4.51000e+01 1.70000e+14 6.076580927591986e+12 2.716867462904979e+25 
2.12000e+02 5.82000e+15 4.872379173837285e+13 1.277108403508942e+26 
1.15000e+03 1.90000e+17 3.206723138898122e+14 6.927709645088966e+26 
1.04400e+04 9.74400e+18 2.085685366523384e+15 6.289148562641866e+27 
2.62200e+04 4.96800e+19 4.300724294814267e+15 1.579513843817223e+28 
6.58700e+04 2.43100e+20 8.585327522649510e+15 3.968050678246275e+28 
1.65400e+05 1.15100e+21 1.661134928044877e+16 9.963748410273008e+28 
4.15600e+05 5.26600e+21 3.113184626968055e+16 2.503563031417574e+29 
1.04400e+06 2.31800e+22 5.637078777198798e+16 6.288917532113964e+29 
2.62200e+06 9.75500e+22 9.823793789688370e+16 1.579410809417085e+30 
6.58800e+06 3.91100e+23 1.651370203495559e+17 3.968207649839289e+30 
8.29300e+06 5.25900e+23 1.833070568278559e+17 4.995116726221178e+30 
1.65500e+07 1.43500e+24 2.575234479295199e+17 9.967984755469487e+30 
3.30200e+07 3.83300e+24 3.565410566307976e+17 1.988624478074095e+31 
6.58900e+07 1.00600e+25 4.855034981375221e+17 3.967807406355811e+31 
1.31500e+08 2.60400e+25 6.514242907080625e+17 7.917691186999564e+31 
2.62400e+08 6.67600e+25 8.653913847861606e+17 1.579648605897443e+32 
3.30400e+08 8.73800e+25 9.351655397870746e+17 1.988876577376513e+32 
5.23700e+08 1.62900e+26 1.113042992425370e+18 3.152005155072648e+32 
8.30100e+08 3.02900e+26 1.322173059230504e+18 4.995278531653142e+32 
1.04500e+09 4.12900e+26 1.440858482344022e+18 6.287859551646749e+32 
1.31600e+09 5.03600e+26 1.518045290298724e+18 7.917701445053012e+32 
1.65700e+09 6.86000e+26 1.639959558437848e+18 9.968319738331903e+32 
2.62600e+09 1.27200e+27 1.916631789591507e+18 1.579408507863075e+33 
4.16400e+09 2.35600e+27 2.239467737613289e+18 2.503766293495054e+33 
6.60100e+09 4.36200e+27 2.618527541209360e+18 3.967852390543095e+33 
8.31200e+09 5.66200e+27 2.793223756298908e+18 4.995474309585903e+33 
1.04600e+10 7.70200e+27 3.010604649951223e+18 6.285277578278919e+33 
1.31800e+10 1.04800e+28 3.246131345622762e+18 7.918132636528536e+33 
1.65900e+10 1.42500e+28 3.499915839565270e+18 9.964646987009025e+33 
2.09000e+10 1.93800e+28 3.774740949105965e+18 1.255052800854989e+34 
2.63100e+10 2.50300e+28 4.014780320740219e+18 1.579545673452492e+34 
3.31300e+10 3.40400e+28 4.317831791593869e+18 1.988488463359897e+34 
4.17200e+10 4.62800e+28 4.646291569482969e+18 2.503379641086464e+34 
5.25400e+10 5.94900e+28 4.927359637590437e+18 3.151720932141320e+34 
6.61700e+10 8.08900e+28 5.287586132501655e+18 3.968151735385095e+34 
8.33200e+10 1.10000e+29 5.677637542127255e+18 4.994995309387790e+34 
1.04900e+11 1.49500e+29 6.097968211035338e+18 6.286498799610801e+34 
1.32200e+11 2.03300e+29 6.553704041957480e+18 7.919521254131109e+34 
1.66400e+11 2.59700e+29 6.932922912458768e+18 9.964341016087467e+34 
1.84400e+11 2.89200e+29 7.100996193706004e+18 1.104024323047694e+35 
2.09600e+11 3.29000e+29 7.302913063751314e+18 1.254619611036934e+35 
2.64000e+11 4.47300e+29 7.801188842621238e+18 1.579588892556713e+35 
3.32500e+11 5.81600e+29 8.252940023796105e+18 1.988565739109498e+35 
4.18800e+11 7.53800e+29 8.710551602333364e+18 2.503561779988354e+35 
4.29900e+11 7.80500e+29 8.773530050602890e+18 2.569781461510145e+35 
6.69140e+11 8.73920e+29 8.954402081242702e+18 3.996801301365160e+35 
1.00430e+12 1.26080e+30 9.385512055058444e+18 5.995511952187841e+35 
1.67490e+12 1.86280e+30 9.848247039347159e+18 9.992150643738229e+35 
6.71000e+12 6.75770e+30 1.115688145416050e+19 3.996773421285082e+36 
1.34320e+13 1.78320e+31 1.226671195624384e+19 7.993666955384398e+36 
2.01610e+13 3.29450e+31 1.317002820789354e+19 1.199026565560521e+37 
2.68970e+13 5.11770e+31 1.394581785640219e+19 1.598730426370891e+37 
3.36380e+13 7.20360e+31 1.463477602132343e+19 1.998406245777983e+37 
4.03840e+13 9.52440e+31 1.526107562903545e+19 2.398086677369849e+37 
4.71340e+13 1.20650e+32 1.584061245930927e+19 2.797736342348935e+37 
5.38890e+13 1.48160e+32 1.638399251944126e+19 3.197432620548680e+37 
6.06480e+13 1.77750e+32 1.689929342550958e+19 3.597130376457261e+37 
6.74100e+13 2.09410e+32 1.739227697648192e+19 3.996781459303377e+37 
7.41760e+13 2.43160e+32 1.786745948142017e+19 4.396453764584897e+37 
8.09460e+13 2.79050e+32 1.832856941887045e+19 4.796154171396331e+37 
8.77190e+13 3.17110e+32 1.877817634623277e+19 5.195829311051953e+37 
9.44960e+13 3.57420e+32 1.921885951815759e+19 5.595542508828669e+37 
1.01280e+14 4.00030e+32 1.965232721054260e+19 5.995474093976081e+37 
1.08060e+14 4.45020e+32 2.008025749585392e+19 6.394978456881010e+37 
1.14840e+14 4.92460e+32 2.050396044691519e+19 6.794293580123570e+37 
1.21630e+14 5.42440e+32 2.092464206772058e+19 7.194009926180699e+37 
1.28430e+14 5.95040e+32 2.134322941335724e+19 7.594128133205194e+37 
1.35220e+14 6.50330e+32 2.176041260056180e+19 7.993472640872706e+37 
1.51890e+14 1.16520e+33 2.523313865678189e+19 8.972615360523368e+37 
1.53628e+14 1.42244e+33 2.691203552445910e+19 9.074213498571528e+37 
1.55334e+14 1.46946e+33 2.721328270696255e+19 9.173935987755447e+37 
1.57040e+14 1.51749e+33 2.751755992469106e+19 9.273625009346546e+37 
1.58747e+14 1.56654e+33 2.782486697099286e+19 9.373338579854075e+37 
1.60455e+14 1.61664e+33 2.813532811747805e+19 9.473076237611764e+37 
1.62163e+14 1.66780e+33 2.844892746911911e+19 9.572779292563490e+37 
1.63872e+14 1.72001e+33 2.876553636349069e+19 9.672505744360564e+37 
1.65582e+14 1.77330e+33 2.908526297435517e+19 9.772255266024960e+37 
1.67292e+14 1.82768e+33 2.940810865134823e+19 9.871969053338141e+37 
1.69002e+14 1.88316e+33 2.973405690757062e+19 9.971646862827479e+37 
1.70714e+14 1.93976e+33 3.006314597557235e+19 1.007140501130309e+38 
1.72425e+14 1.99748e+33 3.039533255746284e+19 1.017106806317722e+38 
1.74138e+14 2.05634e+33 3.073064450590406e+19 1.027081063904185e+38 
1.75851e+14 2.11634e+33 3.106902033402029e+19 1.037051584944623e+38 
1.77565e+14 2.17752e+33 3.141062343198342e+19 1.047024149229978e+38 
1.79280e+14 2.23987e+33 3.175532214808533e+19 1.056998728553972e+38 
1.80995e+14 2.30341e+33 3.210316982968963e+19 1.066969462270846e+38 
1.82711e+14 2.36815e+33 3.245415382450683e+19 1.076942131496195e+38 
1.84427e+14 2.43411e+33 3.280831055027746e+19 1.086910897671372e+38 
1.86144e+14 2.50130e+33 3.316565213936717e+19 1.096881506312761e+38 
1.87862e+14 2.56974e+33 3.352618940990657e+19 1.106853955706394e+38 
1.89581e+14 2.63943e+33 3.388987576697895e+19 1.116828185630932e+38 
1.91300e+14 2.71040e+33 3.425680079342735e+19 1.126798361895821e+38 
1.93020e+14 2.78265e+33 3.462690653008744e+19 1.136770241459478e+38 
1.94740e+14 2.85620e+33 3.500021818333327e+19 1.146738009085003e+38 
1.96462e+14 2.93106e+33 3.537673876692500e+19 1.156713196700869e+38 
1.98184e+14 3.00726e+33 3.575654549296477e+19 1.166684192452952e+38 
1.99907e+14 3.08480e+33 3.613958180378687e+19 1.176656742251792e+38 
2.01630e+14 3.16319e+33 3.652338577487886e+19 1.186625038539736e+38 
2.03355e+14 3.24212e+33 3.690643829680267e+19 1.196600646138951e+38 
2.05080e+14 3.32197e+33 3.729057107458843e+19 1.206572002383242e+38 
2.06806e+14 3.40284e+33 3.767624835155945e+19 1.216544860523633e+38 
2.08532e+14 3.48481e+33 3.806380945205871e+19 1.226513435586726e+38 
2.10259e+14 3.56792e+33 3.845341193785827e+19 1.236483473398004e+38 
2.11987e+14 3.65221e+33 3.884520302190190e+19 1.246454947413664e+38 
2.13716e+14 3.73772e+33 3.923931846941134e+19 1.256427840082905e+38 
2.15446e+14 3.82446e+33 3.963578167694528e+19 1.266402093273140e+38 
2.17176e+14 3.91247e+33 4.003470802147233e+19 1.276371947720349e+38 
2.18907e+14 4.00176e+33 4.043611015020715e+19 1.286343121769023e+38 
2.20639e+14 4.09237e+33 4.084011465778166e+19 1.296315594106391e+38 
2.22372e+14 4.18431e+33 4.124673405972613e+19 1.306289311045865e+38 
2.24105e+14 4.27760e+33 4.165599419128981e+19 1.316258511417994e+38 
2.25839e+14 4.37226e+33 4.206794237518092e+19 1.326228908706142e+38 
2.27574e+14 4.46831e+33 4.248262227085378e+19 1.336200462984790e+38 
2.29310e+14 4.56577e+33 4.290006155914411e+19 1.346173156045737e+38 
2.31047e+14 4.66465e+33 4.332027403290735e+19 1.356146925253678e+38 
2.32784e+14 4.76499e+33 4.374335384230858e+19 1.366116038670627e+38 
2.34522e+14 4.86678e+33 4.416923709139232e+19 1.376086163839114e+38 
2.36262e+14 4.97006e+33 4.459802050983808e+19 1.386063031569854e+38 
2.38002e+14 5.07483e+33 4.502967085590427e+19 1.396035114594298e+38 
2.39742e+14 5.18112e+33 4.546425175259564e+19 1.406002402633248e+38 
2.41484e+14 5.28895e+33 4.590180880690672e+19 1.415976295266533e+38 
2.43226e+14 5.39832e+33 4.634227376960509e+19 1.425945335368486e+38 
2.44970e+14 5.50926e+33 4.678574557766941e+19 1.435920889133050e+38 
2.46714e+14 5.62179e+33 4.723222537141411e+19 1.445891526335477e+38 
2.48459e+14 5.73592e+33 4.768172403747300e+19 1.455862898279621e+38 
2.50205e+14 5.85166e+33 4.813422486954191e+19 1.465834979272935e+38 
2.51952e+14 5.96904e+33 4.858978678404669e+19 1.475807747014834e+38 
2.53699e+14 6.08808e+33 4.904846346859622e+19 1.485775417191461e+38 
2.55448e+14 6.20878e+33 4.951017847903755e+19 1.495749407865664e+38 
2.57197e+14 6.33117e+33 4.997500447406647e+19 1.505718264317837e+38 
2.58948e+14 6.45526e+33 5.044294546411632e+19 1.515693322017933e+38 
2.60699e+14 6.58107e+33 5.091400618406235e+19 1.525663185162249e+38 
2.62451e+14 6.70862e+33 5.138822396241002e+19 1.535633493586478e+38 
2.64205e+14 6.83792e+33 5.186557907302010e+19 1.545609908034864e+38 
2.65959e+14 6.96900e+33 5.234614894813382e+19 1.555580986341201e+38 
2.67714e+14 7.10185e+33 5.282982446443912e+19 1.565552419551067e+38 
2.69470e+14 7.23652e+33 5.331675667378011e+19 1.575524137243928e+38 
2.71227e+14 7.37300e+33 5.380684404978513e+19 1.585496128351365e+38 
2.72984e+14 7.51132e+33 5.430016841185310e+19 1.595462642411988e+38 
2.74743e+14 7.65149e+33 5.479669848589929e+19 1.605435016630181e+38 
2.76503e+14 7.79353e+33 5.529645541536761e+19 1.615407539258618e+38 
2.78264e+14 7.93746e+33 5.579946998916249e+19 1.625380153870270e+38 
2.80026e+14 8.08329e+33 5.630572098580269e+19 1.635352834030633e+38 
2.81789e+14 8.23105e+33 5.681526124991998e+19 1.645325544317990e+38 
2.83552e+14 8.38074e+33 5.732804813871000e+19 1.655292581872570e+38 
2.85317e+14 8.53238e+33 5.784410717411347e+19 1.665265203839508e+38 
2.87083e+14 8.68599e+33 5.836345007555671e+19 1.675237729656909e+38 
2.88850e+14 8.84160e+33 5.888612585547140e+19 1.685210125827416e+38 
